timestamp,event,char_type,score,hp,mana,player_x,player_y,enemy_x,enemy_y,enemy_dist,item_type,survival_time
24.85,position,Rabbit,1,200,75,157,217,316.6,91.9,202.8,,24.85
25.32,item_collect,Rabbit,2,200,75,214,217,297.4,108.5,136.9,star.png,25.32
25.62,item_collect,Rabbit,3,200,75,235,205,280.6,114.7,101.2,star.png,25.62
25.85,position,Rabbit,3,200,75,235,181,266.7,116.5,71.9,,25.85
25.85,enemy_proximity,Rabbit,3,200,75,235,181,266.7,116.5,71.9,,25.85
26.84,position,Rabbit,3,200,75,205,229,216.9,134.9,94.8,,26.84
26.84,enemy_proximity,Rabbit,3,200,75,205,229,216.9,134.9,94.8,,26.84
27.17,item_collect,Rabbit,3,200,75,205,289,213.8,154.7,134.6,shield.png,27.17
27.26,item_collect,Rabbit,4,200,75,205,304,213.1,159.6,144.6,star.png,27.26
27.84,position,Rabbit,4,200,75,205,388,210.8,194.5,193.6,,27.84
28.83,position,Rabbit,4,200,75,175,397,210.1,254.5,146.7,,28.83
29.74,item_collect,Rabbit,4,200,75,184,532,210.0,309.5,224.0,wall.png,29.74
29.82,position,Rabbit,4,200,75,199,547,210.0,314.5,232.7,,29.82
30.81,position,Rabbit,4,200,75,250,445,217.9,357.9,92.8,,30.81
30.81,enemy_proximity,Rabbit,4,200,75,250,445,217.9,357.9,92.8,,30.81
31.8,position,Rabbit,4,200,75,340,415,267.4,376.3,82.2,,31.8
31.8,enemy_proximity,Rabbit,4,200,75,340,415,267.4,376.3,82.2,,31.8
32.66,item_collect,Rabbit,4,200,75,355,310,303.3,408.7,111.4,clock.png,32.66
32.79,position,Rabbit,4,200,75,307,298,302.0,402.8,105.0,,32.79
32.97,item_collect,Rabbit,4,200,75,265,292,291.8,398.7,110.1,clock.png,32.97
32.97,item_collect,Rabbit,5,200,75,265,292,291.8,398.7,110.1,star.png,32.97
33.78,position,Rabbit,5,200,75,307,232,273.3,357.0,129.5,,33.78
34.11,item_collect,Rabbit,5,200,75,307,112,271.4,337.1,227.9,trap.png,34.11
34.78,position,Rabbit,5,200,75,307,52,270.8,321.1,271.6,,34.78
35.77,position,Rabbit,5,200,75,307,103,270.3,297.1,197.6,,35.77
36.76,position,Rabbit,5,200,75,307,202,273.7,251.5,59.7,,36.76
36.76,enemy_proximity,Rabbit,5,200,75,307,202,273.7,251.5,59.7,,36.76
37.04,damage,Rabbit,5,175,75,307,223,286.6,242.1,27.9,,37.04
37.75,position,Rabbit,5,175,75,307,163,286.6,242.1,81.7,,37.75
37.75,enemy_proximity,Rabbit,5,175,75,307,163,286.6,242.1,81.7,,37.75
38.63,item_collect,Rabbit,6,175,75,265,145,286.6,242.1,99.5,star.png,38.63
38.74,position,Rabbit,6,175,75,265,124,286.6,242.1,120.1,,38.74
39.74,position,Rabbit,6,175,75,205,115,255.0,238.7,133.4,,39.74
40.73,position,Rabbit,6,176,75,205,67,214.5,213.3,146.6,,40.73
41.72,position,Rabbit,6,177,75,256,25,210.4,153.5,136.3,,41.72
42.71,position,Rabbit,6,178,75,307,73,230.8,117.6,88.2,,42.71
42.71,enemy_proximity,Rabbit,6,178,75,307,73,230.8,117.6,88.2,,42.71
43.69,position,Rabbit,6,179,75,226,25,270.8,119.7,104.8,,43.69
44.68,position,Rabbit,6,180,75,109,67,210.8,120.0,114.7,,44.68
45.67,position,Rabbit,6,181,75,142,67,150.8,120.0,53.7,,45.67
45.67,enemy_proximity,Rabbit,6,181,75,142,67,150.8,120.0,53.7,,45.67
46.67,position,Rabbit,6,182,75,208,25,122.7,78.9,100.9,,46.67
47.66,position,Rabbit,6,183,75,307,85,158.4,38.3,155.8,,47.66
48.65,position,Rabbit,6,184,75,307,199,203.1,53.2,179.1,,48.65
49.64,position,Rabbit,6,185,75,343,205,216.2,108.3,159.5,,49.64
50.64,position,Rabbit,6,186,75,373,265,263.8,135.0,169.8,,50.64
50.65,item_collect,Rabbit,6,186,75,370,265,264.7,135.4,167.0,clock.png,50.65
51.63,position,Rabbit,6,187,75,358,427,295.5,179.4,255.4,,51.63
52.62,position,Rabbit,6,188,75,334,451,286.0,231.3,224.9,,52.62
53.16,item_collect,Rabbit,6,189,75,346,487,274.7,261.3,236.6,shield.png,53.16
53.61,position,Rabbit,6,189,75,427,487,271.8,288.2,252.2,,53.61
54.6,position,Rabbit,6,190,75,487,421,313.8,301.0,210.7,,54.6
55.58,position,Rabbit,6,191,75,598,364,373.8,300.1,233.1,,55.58
55.62,item_collect,Rabbit,6,191,75,604,364,375.8,300.1,237.0,trap.png,55.62
55.88,item_collect,Rabbit,7,192,75,652,364,382.2,300.1,277.3,star.png,55.88
56.58,position,Rabbit,7,192,75,688,325,399.0,300.0,290.1,,56.58
57.57,position,Rabbit,7,193,75,691,265,411.3,296.8,281.5,,57.57
58.56,position,Rabbit,7,194,75,655,202,458.9,272.9,208.5,,58.56
59.55,position,Rabbit,7,195,75,619,145,507.9,251.9,154.2,,59.55
60.54,position,Rabbit,7,196,75,637,169,559.8,231.1,99.1,,60.54
60.54,enemy_proximity,Rabbit,7,196,75,637,169,559.8,231.1,99.1,,60.54
61.54,position,Rabbit,7,197,75,637,61,568.9,172.3,130.5,,61.54
62.53,position,Rabbit,7,198,75,505,25,569.9,112.3,108.8,,62.53
63.52,position,Rabbit,7,199,75,538,25,519.3,110.3,87.4,,63.52
63.52,enemy_proximity,Rabbit,7,199,75,538,25,519.3,110.3,87.4,,63.52
64.52,position,Rabbit,7,200,75,571,25,562.1,102.7,78.2,,64.52
64.52,enemy_proximity,Rabbit,7,200,75,571,25,562.1,102.7,78.2,,64.52
65.51,position,Rabbit,7,200,75,475,76,569.3,43.2,99.8,,65.51
65.51,enemy_proximity,Rabbit,7,200,75,475,76,569.3,43.2,99.8,,65.51
66.5,position,Rabbit,7,200,75,517,106,511.1,31.3,74.9,,66.5
66.5,enemy_proximity,Rabbit,7,200,75,517,106,511.1,31.3,74.9,,66.5
66.5,item_collect,Rabbit,7,200,75,517,106,511.1,31.3,74.9,shield.png,66.5
67.49,position,Rabbit,7,200,75,565,142,482.9,71.0,108.6,,67.49
67.56,item_collect,Rabbit,7,200,75,565,154,482.3,74.9,114.4,wall.png,67.56
68.49,position,Rabbit,7,200,75,565,322,504.4,108.8,221.7,,68.49
69.48,position,Rabbit,7,200,75,541,367,488.7,156.4,217.0,,69.48
70.47,position,Rabbit,7,200,75,571,397,496.8,207.8,203.2,,70.47
71.13,item_collect,Rabbit,7,200,75,553,457,506.7,246.2,215.8,heal.png,71.13
71.13,item_collect,Rabbit,8,200,75,553,457,506.7,246.2,215.8,star.png,71.13
71.47,position,Rabbit,8,200,75,535,463,497.4,260.1,206.4,,71.47
72.46,position,Rabbit,8,200,75,535,526,481.9,316.4,216.2,,72.46
73.44,position,Rabbit,8,200,75,463,541,480.2,376.4,165.5,,73.44
74.44,position,Rabbit,8,200,75,400,475,478.3,435.3,87.8,,74.44
74.44,enemy_proximity,Rabbit,8,200,75,400,475,478.3,435.3,87.8,,74.44
75.43,position,Rabbit,8,200,75,328,415,427.9,436.2,102.1,,75.43
76.26,item_collect,Rabbit,8,200,75,355,325,406.5,397.1,88.6,clock.png,76.26
76.42,position,Rabbit,8,200,75,325,325,396.8,395.0,100.2,,76.42
76.56,item_collect,Rabbit,8,200,75,325,307,388.8,393.9,107.8,clock.png,76.56
77.41,position,Rabbit,8,200,75,265,235,363.6,356.7,156.7,,77.41
78.12,item_collect,Rabbit,9,200,75,232.6,194.2,340.0,326.5,170.4,star.png,78.12
78.4,position,Rabbit,9,200,75,232.6,175.0,332.3,312.4,169.7,,78.4
79.4,position,Rabbit,9,200,75,205.6,31.0,279.8,292.5,271.8,,79.4
80.14,item_collect,Rabbit,10,200,75,307.6,40.0,276.3,251.4,213.7,star.png,80.14
80.39,position,Rabbit,10,200,75,307.6,85.0,288.0,239.5,155.8,,80.39
81.38,position,Rabbit,10,200,75,307.6,76.0,299.3,169.1,93.4,,81.38
81.38,enemy_proximity,Rabbit,10,200,75,307.6,76.0,299.3,169.1,93.4,,81.38
82.37,position,Rabbit,10,200,75,367.6,58.0,305.5,100.7,75.4,,82.37
82.37,enemy_proximity,Rabbit,10,200,75,367.6,58.0,305.5,100.7,75.4,,82.37
83.37,position,Rabbit,10,200,75,427.6,61.0,355.2,63.0,72.4,,83.37
83.37,enemy_proximity,Rabbit,10,200,75,427.6,61.0,355.2,63.0,72.4,,83.37
84.36,position,Rabbit,10,200,75,511.6,85.0,406.3,35.2,116.5,,84.36
85.36,position,Rabbit,10,200,75,565.6,103.0,446.2,84.4,120.8,,85.36
85.45,item_collect,Rabbit,11,200,75,565.6,85.0,453.3,85.6,112.3,star.png,85.45
85.8,item_collect,Rabbit,11,200,75,574.6,25.0,471.4,75.9,115.1,wall.png,85.8
86.34,position,Rabbit,11,200,75,637.6,64.0,483.3,40.8,156.0,,86.34
87.33,position,Rabbit,11,200,75,649.6,187.0,554.1,30.8,183.1,,87.33
88.32,position,Rabbit,11,200,75,661.6,196.0,568.8,100.3,133.3,,88.32
89.31,position,Rabbit,11,200,75,628.6,304.0,569.9,172.3,144.2,,89.31
90.3,position,Rabbit,11,200,75,535.6,358.0,585.9,234.8,133.1,,90.3
91.29,position,Rabbit,11,200,75,661.6,400.0,579.7,293.3,134.5,,91.29
91.59,item_collect,Rabbit,11,200,75,661.6,454.0,558.4,296.9,188.0,wall.png,91.59
92.28,position,Rabbit,11,200,75,577.6,505.0,545.9,319.0,188.6,,92.28
93.26,item_collect,Rabbit,11,200,75,475.6,547.0,493.8,330.1,217.6,clock.png,93.26
93.28,position,Rabbit,11,200,75,469.6,547.0,493.3,331.2,217.1,,93.28
94.27,position,Rabbit,11,200,75,415.6,451.0,430.1,338.3,113.6,,94.27
95.27,position,Rabbit,11,200,75,487.6,547.0,420.7,409.2,153.1,,95.27
96.26,position,Rabbit,11,200,75,487.6,517.0,440.9,454.2,78.2,,96.26
96.26,enemy_proximity,Rabbit,11,200,75,487.6,517.0,440.9,454.2,78.2,,96.26
96.81,item_collect,Rabbit,11,200,75,526.6,517.0,471.8,465.5,75.2,wall.png,96.81
97.26,position,Rabbit,11,200,75,562.6,556.0,475.9,487.9,110.2,,97.26
98.24,position,Rabbit,11,200,75,652.6,475.0,510.1,505.4,145.7,,98.24
99.23,position,Rabbit,11,200,75,661.6,379.0,538.3,452.6,143.6,,99.23
100.22,position,Rabbit,11,200,75,667.6,325.0,565.8,392.7,122.3,,100.22
101.21,position,Rabbit,11,200,75,694.6,265.0,619.2,362.0,122.8,,101.21
101.42,item_collect,Rabbit,11,200,75,655.6,265.0,634.8,361.2,98.5,wall.png,101.42
102.21,position,Rabbit,11,200,75,523.6,244.0,609.6,360.3,144.7,,102.21
103.19,position,Rabbit,11,200,75,523.6,205.0,546.9,345.8,142.7,,103.19
104.19,position,Rabbit,11,200,75,523.6,205.0,487.5,317.3,118.0,,104.19
105.18,position,Rabbit,11,200,75,523.6,205.0,503.5,255.9,54.7,,105.18
105.18,enemy_proximity,Rabbit,11,200,75,523.6,205.0,503.5,255.9,54.7,,105.18
105.58,damage,Rabbit,11,150,75,523.6,205.0,507.8,227.5,27.5,,105.58
106.17,position,Rabbit,11,150,75,523.6,205.0,508.2,223.9,24.4,,106.17
106.17,enemy_proximity,Rabbit,11,150,75,523.6,205.0,508.2,223.9,24.4,,106.17
107.16,position,Rabbit,11,150,75,523.6,205.0,508.2,223.9,24.4,,107.16
107.16,enemy_proximity,Rabbit,11,150,75,523.6,205.0,508.2,223.9,24.4,,107.16
107.55,damage,Rabbit,11,100,75,523.6,205.0,508.2,223.9,24.4,,107.55
108.15,position,Rabbit,11,100,75,523.6,205.0,508.2,223.9,24.4,,108.15
108.15,enemy_proximity,Rabbit,11,100,75,523.6,205.0,508.2,223.9,24.4,,108.15
109.15,position,Rabbit,11,100,75,523.6,205.0,508.2,223.9,24.4,,109.15
109.15,enemy_proximity,Rabbit,11,100,75,523.6,205.0,508.2,223.9,24.4,,109.15
109.55,damage,Rabbit,11,50,75,523.6,205.0,508.2,223.9,24.4,,109.55
110.15,position,Rabbit,11,50,75,523.6,205.0,508.2,223.9,24.4,,110.15
110.15,enemy_proximity,Rabbit,11,50,75,523.6,205.0,508.2,223.9,24.4,,110.15
111.14,position,Rabbit,11,50,75,523.6,205.0,508.2,223.9,24.4,,111.14
111.14,enemy_proximity,Rabbit,11,50,75,523.6,205.0,508.2,223.9,24.4,,111.14
111.53,damage,Rabbit,11,0,75,523.6,205.0,508.2,223.9,24.4,,111.53
111.53,game_over,Rabbit,11,0,75,523.6,205.0,508.2,223.9,24.4,,111.53
1.03,position,Sheep,0,100,25,390,270,73.6,57.0,381.4,,1.03
2.03,position,Sheep,0,100,25,390,270,114.2,86.1,331.5,,2.03
3.02,position,Sheep,0,100,25,390,300,156.3,116.3,297.3,,3.02
4.02,position,Sheep,0,100,25,357,300,202.8,139.2,222.8,,4.02
4.6,item_collect,Sheep,0,100,25,357,405,207.9,173.8,275.1,clock.png,4.6
5.02,position,Sheep,0,100,25,249,447,209.2,198.7,251.4,,5.02
6.01,position,Sheep,0,100,25,177,537,209.9,258.7,280.2,,6.01
6.83,item_collect,Sheep,2,100,25,360,528,210.0,307.7,266.5,star.png,6.83
7.01,position,Sheep,2,100,25,360,495,210.0,318.7,231.5,,7.01
7.32,item_collect,Sheep,2,100,25,405,480,210.0,337.7,241.4,trap.png,7.32
8.01,position,Sheep,2,100,25,420,393,218.8,348.8,206.0,,8.01
8.26,item_collect,Sheep,2,100,25,420,348,224.1,351.6,195.9,clock.png,8.26
9.01,position,Sheep,2,100,25,414,234,241.8,354.9,210.3,,9.01
10.0,position,Sheep,2,100,25,294,186,265.8,323.6,140.5,,10.0
11.0,position,Sheep,2,100,25,294,102,269.6,263.8,163.6,,11.0
12.0,position,Sheep,2,100,25,321,90,295.4,215.3,127.9,,12.0
12.99,position,Sheep,2,100,25,393,24,299.6,155.5,161.3,,12.99
13.99,position,Sheep,2,100,25,420,108,307.2,100.2,113.0,,13.99
14.57,item_collect,Sheep,2,100,25,465,87,341.2,92.9,123.9,trap.png,14.57
14.99,position,Sheep,2,100,25,510,87,347.6,98.7,162.8,,14.99
15.99,position,Sheep,2,100,25,609,150,354.3,121.5,256.3,,15.99
16.99,position,Sheep,2,100,25,633,180,376.8,148.8,258.1,,16.99
17.98,position,Sheep,2,100,25,654,186,424.4,176.3,229.8,,17.98
18.97,position,Sheep,2,100,25,654,270,474.8,195.5,194.1,,18.97
19.97,position,Sheep,2,100,25,654,174,518.1,230.8,147.3,,19.97
20.97,position,Sheep,2,100,25,624,171,563.4,216.9,76.1,,20.97
20.97,enemy_proximity,Sheep,2,100,25,624,171,563.4,216.9,76.1,,20.97
21.96,position,Sheep,2,100,25,624,54,574.8,161.0,117.8,,21.96
22.34,item_collect,Sheep,2,100,25,624,48,596.7,154.9,110.3,clock.png,22.34
22.95,position,Sheep,2,100,25,522,24,607.2,146.9,149.5,,22.95
23.95,position,Sheep,2,100,25,414,90,547.3,149.7,146.1,,23.95
24.95,position,Sheep,2,100,25,342,87,505.2,136.5,170.5,,24.95
25.94,position,Sheep,2,100,25,294,27,483.5,95.0,201.3,,25.94
26.71,item_collect,Sheep,2,100,25,168,24,437.8,90.8,277.9,clock.png,26.71
26.94,position,Sheep,2,100,25,144,36,429.5,99.7,292.5,,26.94
27.93,position,Sheep,2,100,25,30,24,374.7,118.1,357.3,,27.93
27.98,item_collect,Sheep,2,100,25,48,24,372.8,116.4,337.7,trap.png,27.98
28.83,item_collect,Sheep,4,100,25,24,108,360.7,101.6,336.8,star.png,28.83
28.93,position,Sheep,4,100,25,24,126,358.5,100.7,335.4,,28.93
29.92,position,Sheep,4,100,25,120,150,335.5,94.2,222.6,,29.92
30.92,position,Sheep,4,100,25,84,180,287.2,112.8,214.0,,30.92
31.91,position,Sheep,4,100,25,108,330,227.8,119.3,242.4,,31.91
32.91,position,Sheep,4,100,25,111,390,211.9,173.6,238.8,,32.91
33.9,position,Sheep,4,100,25,24,405,210.2,233.6,253.1,,33.9
34.25,item_collect,Sheep,4,100,25,24,468,210.1,254.6,283.1,shield.png,34.25
34.42,item_collect,Sheep,4,100,25,24,498,210.1,264.6,298.5,heal.png,34.42
34.9,position,Sheep,4,100,25,78,540,210.0,293.6,279.5,,34.9
35.25,item_collect,Sheep,4,100,25,120,528,210.0,314.6,231.6,wall.png,35.25
35.9,position,Sheep,4,100,25,237,519,210.0,328.6,192.3,,35.9
36.89,position,Sheep,4,100,25,271.0,463.0,206.4,376.4,108.0,,36.89
37.23,item_collect,Sheep,4,100,25,286.0,445.0,191.9,388.4,109.8,heal.png,37.23
37.89,position,Sheep,4,100,25,361.0,415.0,198.8,387.5,164.5,,37.89
38.89,position,Sheep,4,100,25,361.0,265.0,247.9,362.9,149.6,,38.89
39.88,position,Sheep,4,100,25,391.0,148.0,268.1,311.3,204.4,,39.88
40.87,position,Sheep,4,100,25,421.0,64.0,271.6,252.5,240.5,,40.87
41.87,position,Sheep,4,100,25,421.0,82.0,313.8,216.3,171.8,,41.87
42.87,position,Sheep,4,100,25,511.0,127.0,373.4,210.7,161.1,,42.87
43.87,position,Sheep,4,100,25,595.0,151.0,421.4,183.6,176.6,,43.87
44.86,position,Sheep,4,100,25,631.0,157.0,472.0,165.5,159.2,,44.86
45.64,item_collect,Sheep,4,100,25,661.0,226.0,516.3,153.0,162.0,heal.png,45.64
45.86,position,Sheep,4,100,25,661.0,265.0,529.3,151.8,173.7,,45.86
46.21,item_collect,Sheep,4,100,25,706.0,271.0,550.3,150.9,196.7,clock.png,46.21
46.85,position,Sheep,4,100,25,718.0,421.0,565.2,183.5,282.4,,46.85
47.03,item_collect,Sheep,4,100,25,676.0,421.0,567.2,194.3,251.5,shield.png,47.03
47.84,position,Sheep,4,100,25,598.0,481.0,584.9,233.8,247.5,,47.84
48.84,position,Sheep,4,100,25,598.0,454.0,591.7,288.2,166.0,,48.84
49.83,position,Sheep,4,100,25,634.0,481.0,546.1,316.4,186.6,,49.83
50.83,position,Sheep,4,100,25,625.0,538.0,561.1,367.8,181.8,,50.83
51.82,position,Sheep,4,100,25,520.0,505.0,551.8,418.2,92.4,,51.82
51.82,enemy_proximity,Sheep,4,100,25,520.0,505.0,551.8,418.2,92.4,,51.82
52.81,position,Sheep,4,100,25,415.0,541.0,497.3,420.8,145.7,,52.81
53.81,position,Sheep,4,100,25,412.0,472.0,448.3,446.3,44.5,,53.81
53.81,enemy_proximity,Sheep,4,100,25,412.0,472.0,448.3,446.3,44.5,,53.81
54.81,position,Sheep,4,100,25,325.0,475.0,401.3,474.7,76.3,,54.81
54.81,enemy_proximity,Sheep,4,100,25,325.0,475.0,401.3,474.7,76.3,,54.81
55.1,item_collect,Sheep,4,100,25,307.0,439.0,383.5,477.0,85.4,wall.png,55.1
55.8,position,Sheep,4,100,25,247.0,370.0,351.6,479.1,151.2,,55.8
56.79,position,Sheep,4,100,25,211.0,253.0,309.9,445.6,216.5,,56.79
57.79,position,Sheep,4,100,25,211.0,112.0,286.0,396.9,294.6,,57.79
58.01,item_collect,Sheep,4,100,25,229.0,112.0,279.8,386.4,279.0,heal.png,58.01
58.79,position,Sheep,4,100,25,241.0,112.0,271.4,340.4,230.5,,58.79
59.78,position,Sheep,4,100,25,301.0,124.0,270.1,280.5,159.5,,59.78
60.78,position,Sheep,4,100,25,301.0,82.0,291.2,231.2,149.5,,60.78
61.78,position,Sheep,4,100,25,265.0,124.0,299.1,172.1,59.0,,61.78
61.78,enemy_proximity,Sheep,4,100,25,265.0,124.0,299.1,172.1,59.0,,61.78
62.39,item_collect,Sheep,4,100,25,166.0,115.0,280.0,145.9,118.1,wall.png,62.39
62.78,position,Sheep,4,100,25,148.0,172.0,275.3,133.8,132.9,,62.78
63.77,position,Sheep,4,100,25,241.0,232.0,228.1,122.2,110.5,,63.77
64.76,position,Sheep,4,100,25,301.0,241.0,211.9,174.9,111.0,,64.76
65.75,position,Sheep,4,100,25,391.0,193.0,233.7,224.9,160.5,,65.75
66.74,position,Sheep,4,100,25,397.0,178.0,288.1,231.7,121.4,,66.74
67.14,item_collect,Sheep,6,100,25,466.0,178.0,306.5,218.6,164.6,star.png,67.14
67.74,position,Sheep,6,100,25,490.0,145.0,341.8,212.3,162.8,,67.74
68.74,position,Sheep,6,100,25,574.0,151.0,390.7,190.9,187.6,,68.74
69.73,position,Sheep,6,100,25,565.0,151.0,449.5,181.3,119.4,,69.73
70.15,item_collect,Sheep,8,100,25,565.0,196.0,469.0,171.7,99.0,star.png,70.15
70.73,position,Sheep,8,100,25,572.2,231.4,477.3,188.1,104.3,,70.73
71.72,position,Sheep,8,90,25,572.2,231.4,514.4,229.0,57.8,,71.72
71.72,enemy_proximity,Sheep,8,90,25,572.2,231.4,514.4,229.0,57.8,,71.72
72.72,position,Sheep,8,90,25,602.2,269.2,573.2,238.6,42.1,,72.72
72.72,enemy_proximity,Sheep,8,90,25,602.2,269.2,573.2,238.6,42.1,,72.72
73.02,item_collect,Sheep,8,100,25,587.2,302.2,587.4,245.4,56.8,heal.png,73.02
73.18,item_collect,Sheep,10,100,25,557.2,302.2,591.9,254.3,59.2,star.png,73.18
73.7,item_collect,Sheep,10,100,25,533.2,347.2,592.1,287.8,83.7,wall.png,73.7
73.72,position,Sheep,10,100,25,533.2,350.2,591.0,288.3,84.7,,73.72
73.72,enemy_proximity,Sheep,10,100,25,533.2,350.2,591.0,288.3,84.7,,73.72
74.71,position,Sheep,10,100,25,505.0,508.0,544.0,315.4,196.5,,74.71
75.71,position,Sheep,10,100,25,457.0,541.0,486.2,346.0,197.1,,75.71
76.7,position,Sheep,10,100,25,415.0,424.0,480.5,417.7,65.8,,76.7
76.7,enemy_proximity,Sheep,10,100,25,415.0,424.0,480.5,417.7,65.8,,76.7
77.69,position,Sheep,10,100,25,415.0,361.0,430.9,442.5,83.0,,77.69
77.69,enemy_proximity,Sheep,10,100,25,415.0,361.0,430.9,442.5,83.0,,77.69
78.21,damage,Sheep,10,50,25,415.0,382.0,422.5,406.6,25.7,,78.21
78.69,position,Sheep,10,50,25,415.0,394.0,422.0,403.0,11.4,,78.69
78.69,enemy_proximity,Sheep,10,50,25,415.0,394.0,422.0,403.0,11.4,,78.69
78.72,item_collect,Sheep,10,50,25,409.0,388.0,422.0,403.0,19.9,wall.png,78.72
79.68,position,Sheep,10,50,25,310.0,289.0,388.8,393.6,130.9,,79.68
80.67,position,Sheep,10,50,25,265.0,253.0,356.2,340.7,126.6,,80.67
80.97,item_collect,Sheep,12,50,25,256.0,235.0,340.9,327.9,125.9,star.png,80.97
81.67,position,Sheep,12,51,25,205.0,196.0,302.0,303.9,145.1,,81.67
82.67,position,Sheep,12,52,25,226.0,175.0,269.4,251.9,88.4,,82.67
82.67,enemy_proximity,Sheep,12,52,25,226.0,175.0,269.4,251.9,88.4,,82.67
83.6,item_collect,Sheep,12,53,25,229.0,112.0,215.7,223.9,112.7,wall.png,83.6
83.66,position,Sheep,12,53,25,241.0,112.0,215.1,219.1,110.2,,83.66
84.66,position,Sheep,12,54,25,400.0,118.0,210.5,159.4,194.0,,84.66
85.65,position,Sheep,12,55,25,421.0,67.0,254.1,122.4,175.8,,85.65
86.65,position,Sheep,12,56,25,487.0,88.0,314.3,95.8,172.9,,86.65
87.65,position,Sheep,12,57,25,568.0,151.0,356.4,131.6,212.4,,87.65
88.65,position,Sheep,12,58,25,649.0,181.0,407.9,173.7,241.2,,88.65
88.91,item_collect,Sheep,12,58,25,655.0,196.0,426.9,176.5,229.0,clock.png,88.91
89.64,position,Sheep,12,59,25,721.0,280.0,471.4,192.2,264.6,,89.64
90.64,position,Sheep,12,60,25,655.0,442.0,506.7,247.2,244.8,,90.64
91.63,position,Sheep,12,61,25,691.0,511.0,482.5,309.1,290.2,,91.63
91.85,item_collect,Sheep,12,61,25,718.0,529.0,481.4,324.7,312.6,trap.png,91.85
92.62,position,Sheep,12,62,25,685.0,505.0,480.6,347.2,258.2,,92.62
93.62,position,Sheep,12,63,25,649.0,475.0,480.2,376.0,195.7,,93.62
94.62,position,Sheep,12,64,25,655.0,445.0,511.8,415.1,146.3,,94.62
95.61,position,Sheep,12,55,25,661.0,367.0,566.3,394.0,98.5,,95.61
95.61,enemy_proximity,Sheep,12,55,25,661.0,367.0,566.3,394.0,98.5,,95.61
96.61,position,Sheep,12,55,25,699.4,323.8,618.3,362.1,89.7,,96.61
